id,eventname,component,action,target,objecttable,objectid,crud,edulevel,contextid,contextlevel,contextinstanceid,userid,courseid,relateduserid,anonymous,other,timecreated,origin,ip,realuserid
1,\core\event\user_loggedin,core,loggedin,user,user,2.0,r,0,1,10,0,2,0,,0,"a:2:{s:8:""username"";s:5:""admin"";s:13:""extrauserinfo"";a:0:{}}",1781601876,web,134.115.29.10,
2,\core\event\user_password_updated,core,updated,user_password,,,u,0,5,30,2,2,0,2.0,0,"a:1:{s:14:""forgottenreset"";b:0;}",1781602139,web,134.115.29.10,
3,\core\event\user_updated,core,updated,user,user,2.0,u,0,5,30,2,2,0,2.0,0,N;,1781602140,web,134.115.29.10,
4,\core\event\config_log_created,core,created,config_log,config_log,654.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:24:""enableaccessibilitytools"";s:8:""oldvalue"";N;s:5:""value"";s:1:""1"";s:6:""plugin"";N;}",1781602140,web,134.115.29.10,
5,\core\event\config_log_created,core,created,config_log,config_log,655.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:15:""enablemoodlenet"";s:8:""oldvalue"";N;s:5:""value"";s:1:""1"";s:6:""plugin"";s:14:""tool_moodlenet"";}",1781602140,web,134.115.29.10,
6,\core\event\config_log_created,core,created,config_log,config_log,656.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:17:""notloggedinroleid"";s:8:""oldvalue"";N;s:5:""value"";s:1:""6"";s:6:""plugin"";N;}",1781602140,web,134.115.29.10,
7,\core\event\config_log_created,core,created,config_log,config_log,657.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:11:""guestroleid"";s:8:""oldvalue"";N;s:5:""value"";s:1:""6"";s:6:""plugin"";N;}",1781602140,web,134.115.29.10,
8,\core\event\config_log_created,core,created,config_log,config_log,658.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:17:""defaultuserroleid"";s:8:""oldvalue"";N;s:5:""value"";s:1:""7"";s:6:""plugin"";N;}",1781602140,web,134.115.29.10,
9,\core\event\config_log_created,core,created,config_log,config_log,659.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:16:""creatornewroleid"";s:8:""oldvalue"";N;s:5:""value"";s:1:""3"";s:6:""plugin"";N;}",1781602141,web,134.115.29.10,
10,\core\event\config_log_created,core,created,config_log,config_log,660.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:17:""restorernewroleid"";s:8:""oldvalue"";N;s:5:""value"";s:1:""3"";s:6:""plugin"";N;}",1781602141,web,134.115.29.10,
11,\core\event\config_log_created,core,created,config_log,config_log,661.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:28:""contactdataprotectionofficer"";s:8:""oldvalue"";N;s:5:""value"";s:1:""0"";s:6:""plugin"";s:16:""tool_dataprivacy"";}",1781602141,web,134.115.29.10,
12,\core\event\config_log_created,core,created,config_log,config_log,662.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:27:""automaticdataexportapproval"";s:8:""oldvalue"";N;s:5:""value"";s:1:""0"";s:6:""plugin"";s:16:""tool_dataprivacy"";}",1781602141,web,134.115.29.10,
13,\core\event\config_log_created,core,created,config_log,config_log,663.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:29:""automaticdatadeletionapproval"";s:8:""oldvalue"";N;s:5:""value"";s:1:""0"";s:6:""plugin"";s:16:""tool_dataprivacy"";}",1781602141,web,134.115.29.10,
14,\core\event\config_log_created,core,created,config_log,config_log,664.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:25:""automaticdeletionrequests"";s:8:""oldvalue"";N;s:5:""value"";s:1:""1"";s:6:""plugin"";s:16:""tool_dataprivacy"";}",1781602141,web,134.115.29.10,
15,\core\event\config_log_created,core,created,config_log,config_log,665.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:20:""privacyrequestexpiry"";s:8:""oldvalue"";N;s:5:""value"";s:6:""604800"";s:6:""plugin"";s:16:""tool_dataprivacy"";}",1781602141,web,134.115.29.10,
16,\core\event\config_log_created,core,created,config_log,config_log,666.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:33:""requireallenddatesforuserdeletion"";s:8:""oldvalue"";N;s:5:""value"";s:1:""1"";s:6:""plugin"";s:16:""tool_dataprivacy"";}",1781602141,web,134.115.29.10,
17,\core\event\config_log_created,core,created,config_log,config_log,667.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:24:""showdataretentionsummary"";s:8:""oldvalue"";N;s:5:""value"";s:1:""1"";s:6:""plugin"";s:16:""tool_dataprivacy"";}",1781602141,web,134.115.29.10,
18,\core\event\config_log_created,core,created,config_log,config_log,668.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:9:""exportlog"";s:8:""oldvalue"";N;s:5:""value"";s:1:""1"";s:6:""plugin"";s:8:""tool_log"";}",1781602141,web,134.115.29.10,
19,\core\event\config_log_created,core,created,config_log,config_log,669.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:17:""sitepolicyhandler"";s:8:""oldvalue"";N;s:5:""value"";s:0:"""";s:6:""plugin"";N;}",1781602141,web,134.115.29.10,
20,\core\event\config_log_created,core,created,config_log,config_log,670.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:14:""gradebookroles"";s:8:""oldvalue"";N;s:5:""value"";s:1:""5"";s:6:""plugin"";N;}",1781602141,web,134.115.29.10,
21,\core\event\config_log_created,core,created,config_log,config_log,671.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:8:""logstore"";s:8:""oldvalue"";N;s:5:""value"";s:17:""logstore_standard"";s:6:""plugin"";s:9:""analytics"";}",1781602141,web,134.115.29.10,
22,\core\event\config_log_created,core,created,config_log,config_log,672.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:17:""h5plibraryhandler"";s:8:""oldvalue"";N;s:5:""value"";s:11:""h5plib_v124"";s:6:""plugin"";N;}",1781602141,web,134.115.29.10,
23,\core\event\config_log_created,core,created,config_log,config_log,673.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:14:""airnotifierurl"";s:8:""oldvalue"";N;s:5:""value"";s:27:""https://messages.moodle.net"";s:6:""plugin"";N;}",1781602141,web,134.115.29.10,
24,\core\event\config_log_created,core,created,config_log,config_log,674.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:15:""airnotifierport"";s:8:""oldvalue"";N;s:5:""value"";s:3:""443"";s:6:""plugin"";N;}",1781602141,web,134.115.29.10,
25,\core\event\config_log_created,core,created,config_log,config_log,675.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:24:""airnotifiermobileappname"";s:8:""oldvalue"";N;s:5:""value"";s:23:""com.moodle.moodlemobile"";s:6:""plugin"";N;}",1781602141,web,134.115.29.10,
26,\core\event\config_log_created,core,created,config_log,config_log,676.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:18:""airnotifierappname"";s:8:""oldvalue"";N;s:5:""value"";s:21:""commoodlemoodlemobile"";s:6:""plugin"";N;}",1781602141,web,134.115.29.10,
27,\core\event\config_log_created,core,created,config_log,config_log,677.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:20:""airnotifieraccesskey"";s:8:""oldvalue"";N;s:5:""value"";s:0:"""";s:6:""plugin"";N;}",1781602141,web,134.115.29.10,
28,\core\event\config_log_created,core,created,config_log,config_log,678.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:20:""encryptnotifications"";s:8:""oldvalue"";N;s:5:""value"";s:1:""0"";s:6:""plugin"";s:19:""message_airnotifier"";}",1781602141,web,134.115.29.10,
29,\core\event\config_log_created,core,created,config_log,config_log,679.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:17:""encryptprocessing"";s:8:""oldvalue"";N;s:5:""value"";s:1:""0"";s:6:""plugin"";s:19:""message_airnotifier"";}",1781602141,web,134.115.29.10,
30,\core\event\config_log_created,core,created,config_log,config_log,680.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:29:""feedback_plugin_for_gradebook"";s:8:""oldvalue"";N;s:5:""value"";s:23:""assignfeedback_comments"";s:6:""plugin"";s:6:""assign"";}",1781602141,web,134.115.29.10,
31,\core\event\config_log_created,core,created,config_log,config_log,681.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:21:""showrecentsubmissions"";s:8:""oldvalue"";N;s:5:""value"";s:1:""0"";s:6:""plugin"";s:6:""assign"";}",1781602141,web,134.115.29.10,
32,\core\event\config_log_created,core,created,config_log,config_log,682.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:18:""submissionreceipts"";s:8:""oldvalue"";N;s:5:""value"";s:1:""1"";s:6:""plugin"";s:6:""assign"";}",1781602141,web,134.115.29.10,
33,\core\event\config_log_created,core,created,config_log,config_log,683.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:19:""submissionstatement"";s:8:""oldvalue"";N;s:5:""value"";s:102:""This submission is my own work, except where I have acknowledged the use of the works of other people."";s:6:""plugin"";s:6:""assign"";}",1781602141,web,134.115.29.10,
34,\core\event\config_log_created,core,created,config_log,config_log,684.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:33:""submissionstatementteamsubmission"";s:8:""oldvalue"";N;s:5:""value"";s:112:""This submission is the work of my group, except where we have acknowledged the use of the works of other people."";s:6:""plugin"";s:6:""assign"";}",1781602141,web,134.115.29.10,
35,\core\event\config_log_created,core,created,config_log,config_log,685.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:42:""submissionstatementteamsubmissionallsubmit"";s:8:""oldvalue"";N;s:5:""value"";s:120:""This submission is my own work as a group member, except where I have acknowledged the use of the works of other people."";s:6:""plugin"";s:6:""assign"";}",1781602141,web,134.115.29.10,
36,\core\event\config_log_created,core,created,config_log,config_log,686.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:10:""maxperpage"";s:8:""oldvalue"";N;s:5:""value"";s:2:""-1"";s:6:""plugin"";s:6:""assign"";}",1781602141,web,134.115.29.10,
37,\core\event\config_log_created,core,created,config_log,config_log,687.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:21:""alwaysshowdescription"";s:8:""oldvalue"";N;s:5:""value"";s:1:""1"";s:6:""plugin"";s:6:""assign"";}",1781602141,web,134.115.29.10,
38,\core\event\config_log_created,core,created,config_log,config_log,688.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:25:""alwaysshowdescription_adv"";s:8:""oldvalue"";N;s:5:""value"";s:0:"""";s:6:""plugin"";s:6:""assign"";}",1781602141,web,134.115.29.10,
39,\core\event\config_log_created,core,created,config_log,config_log,689.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:28:""alwaysshowdescription_locked"";s:8:""oldvalue"";N;s:5:""value"";s:0:"""";s:6:""plugin"";s:6:""assign"";}",1781602141,web,134.115.29.10,
40,\core\event\config_log_created,core,created,config_log,config_log,690.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:24:""allowsubmissionsfromdate"";s:8:""oldvalue"";N;s:5:""value"";s:1:""0"";s:6:""plugin"";s:6:""assign"";}",1781602141,web,134.115.29.10,
41,\core\event\config_log_created,core,created,config_log,config_log,691.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:32:""allowsubmissionsfromdate_enabled"";s:8:""oldvalue"";N;s:5:""value"";s:1:""1"";s:6:""plugin"";s:6:""assign"";}",1781602141,web,134.115.29.10,
42,\core\event\config_log_created,core,created,config_log,config_log,692.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:28:""allowsubmissionsfromdate_adv"";s:8:""oldvalue"";N;s:5:""value"";s:0:"""";s:6:""plugin"";s:6:""assign"";}",1781602141,web,134.115.29.10,
43,\core\event\config_log_created,core,created,config_log,config_log,693.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:7:""duedate"";s:8:""oldvalue"";N;s:5:""value"";s:6:""604800"";s:6:""plugin"";s:6:""assign"";}",1781602141,web,134.115.29.10,
44,\core\event\config_log_created,core,created,config_log,config_log,694.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:15:""duedate_enabled"";s:8:""oldvalue"";N;s:5:""value"";s:1:""1"";s:6:""plugin"";s:6:""assign"";}",1781602141,web,134.115.29.10,
45,\core\event\config_log_created,core,created,config_log,config_log,695.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:11:""duedate_adv"";s:8:""oldvalue"";N;s:5:""value"";s:0:"""";s:6:""plugin"";s:6:""assign"";}",1781602141,web,134.115.29.10,
46,\core\event\config_log_created,core,created,config_log,config_log,696.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:10:""cutoffdate"";s:8:""oldvalue"";N;s:5:""value"";s:7:""1209600"";s:6:""plugin"";s:6:""assign"";}",1781602141,web,134.115.29.10,
47,\core\event\config_log_created,core,created,config_log,config_log,697.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:18:""cutoffdate_enabled"";s:8:""oldvalue"";N;s:5:""value"";s:0:"""";s:6:""plugin"";s:6:""assign"";}",1781602141,web,134.115.29.10,
48,\core\event\config_log_created,core,created,config_log,config_log,698.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:14:""cutoffdate_adv"";s:8:""oldvalue"";N;s:5:""value"";s:0:"""";s:6:""plugin"";s:6:""assign"";}",1781602141,web,134.115.29.10,
49,\core\event\config_log_created,core,created,config_log,config_log,699.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:15:""enabletimelimit"";s:8:""oldvalue"";N;s:5:""value"";s:1:""0"";s:6:""plugin"";s:6:""assign"";}",1781602141,web,134.115.29.10,
50,\core\event\config_log_created,core,created,config_log,config_log,700.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:14:""gradingduedate"";s:8:""oldvalue"";N;s:5:""value"";s:7:""1209600"";s:6:""plugin"";s:6:""assign"";}",1781602141,web,134.115.29.10,
51,\core\event\config_log_created,core,created,config_log,config_log,701.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:22:""gradingduedate_enabled"";s:8:""oldvalue"";N;s:5:""value"";s:1:""1"";s:6:""plugin"";s:6:""assign"";}",1781602141,web,134.115.29.10,
52,\core\event\config_log_created,core,created,config_log,config_log,702.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:18:""gradingduedate_adv"";s:8:""oldvalue"";N;s:5:""value"";s:0:"""";s:6:""plugin"";s:6:""assign"";}",1781602141,web,134.115.29.10,
53,\core\event\config_log_created,core,created,config_log,config_log,703.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:16:""submissiondrafts"";s:8:""oldvalue"";N;s:5:""value"";s:1:""0"";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
54,\core\event\config_log_created,core,created,config_log,config_log,704.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:20:""submissiondrafts_adv"";s:8:""oldvalue"";N;s:5:""value"";s:0:"""";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
55,\core\event\config_log_created,core,created,config_log,config_log,705.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:23:""submissiondrafts_locked"";s:8:""oldvalue"";N;s:5:""value"";s:0:"""";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
56,\core\event\config_log_created,core,created,config_log,config_log,706.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:26:""requiresubmissionstatement"";s:8:""oldvalue"";N;s:5:""value"";s:1:""0"";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
57,\core\event\config_log_created,core,created,config_log,config_log,707.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:30:""requiresubmissionstatement_adv"";s:8:""oldvalue"";N;s:5:""value"";s:0:"""";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
58,\core\event\config_log_created,core,created,config_log,config_log,708.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:33:""requiresubmissionstatement_locked"";s:8:""oldvalue"";N;s:5:""value"";s:0:"""";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
59,\core\event\config_log_created,core,created,config_log,config_log,709.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:19:""attemptreopenmethod"";s:8:""oldvalue"";N;s:5:""value"";s:4:""none"";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
60,\core\event\config_log_created,core,created,config_log,config_log,710.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:23:""attemptreopenmethod_adv"";s:8:""oldvalue"";N;s:5:""value"";s:0:"""";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
61,\core\event\config_log_created,core,created,config_log,config_log,711.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:26:""attemptreopenmethod_locked"";s:8:""oldvalue"";N;s:5:""value"";s:0:"""";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
62,\core\event\config_log_created,core,created,config_log,config_log,712.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:11:""maxattempts"";s:8:""oldvalue"";N;s:5:""value"";s:2:""-1"";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
63,\core\event\config_log_created,core,created,config_log,config_log,713.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:15:""maxattempts_adv"";s:8:""oldvalue"";N;s:5:""value"";s:0:"""";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
64,\core\event\config_log_created,core,created,config_log,config_log,714.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:18:""maxattempts_locked"";s:8:""oldvalue"";N;s:5:""value"";s:0:"""";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
65,\core\event\config_log_created,core,created,config_log,config_log,715.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:14:""teamsubmission"";s:8:""oldvalue"";N;s:5:""value"";s:1:""0"";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
66,\core\event\config_log_created,core,created,config_log,config_log,716.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:18:""teamsubmission_adv"";s:8:""oldvalue"";N;s:5:""value"";s:0:"""";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
67,\core\event\config_log_created,core,created,config_log,config_log,717.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:21:""teamsubmission_locked"";s:8:""oldvalue"";N;s:5:""value"";s:0:"""";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
68,\core\event\config_log_created,core,created,config_log,config_log,718.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:27:""preventsubmissionnotingroup"";s:8:""oldvalue"";N;s:5:""value"";s:1:""0"";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
69,\core\event\config_log_created,core,created,config_log,config_log,719.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:31:""preventsubmissionnotingroup_adv"";s:8:""oldvalue"";N;s:5:""value"";s:0:"""";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
70,\core\event\config_log_created,core,created,config_log,config_log,720.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:34:""preventsubmissionnotingroup_locked"";s:8:""oldvalue"";N;s:5:""value"";s:0:"""";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
71,\core\event\config_log_created,core,created,config_log,config_log,721.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:27:""requireallteammemberssubmit"";s:8:""oldvalue"";N;s:5:""value"";s:1:""0"";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
72,\core\event\config_log_created,core,created,config_log,config_log,722.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:31:""requireallteammemberssubmit_adv"";s:8:""oldvalue"";N;s:5:""value"";s:0:"""";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
73,\core\event\config_log_created,core,created,config_log,config_log,723.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:34:""requireallteammemberssubmit_locked"";s:8:""oldvalue"";N;s:5:""value"";s:0:"""";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
74,\core\event\config_log_created,core,created,config_log,config_log,724.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:24:""teamsubmissiongroupingid"";s:8:""oldvalue"";N;s:5:""value"";s:0:"""";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
75,\core\event\config_log_created,core,created,config_log,config_log,725.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:28:""teamsubmissiongroupingid_adv"";s:8:""oldvalue"";N;s:5:""value"";s:0:"""";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
76,\core\event\config_log_created,core,created,config_log,config_log,726.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:17:""sendnotifications"";s:8:""oldvalue"";N;s:5:""value"";s:1:""0"";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
77,\core\event\config_log_created,core,created,config_log,config_log,727.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:21:""sendnotifications_adv"";s:8:""oldvalue"";N;s:5:""value"";s:0:"""";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
78,\core\event\config_log_created,core,created,config_log,config_log,728.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:24:""sendnotifications_locked"";s:8:""oldvalue"";N;s:5:""value"";s:0:"""";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
79,\core\event\config_log_created,core,created,config_log,config_log,729.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:21:""sendlatenotifications"";s:8:""oldvalue"";N;s:5:""value"";s:1:""0"";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
80,\core\event\config_log_created,core,created,config_log,config_log,730.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:25:""sendlatenotifications_adv"";s:8:""oldvalue"";N;s:5:""value"";s:0:"""";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
81,\core\event\config_log_created,core,created,config_log,config_log,731.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:28:""sendlatenotifications_locked"";s:8:""oldvalue"";N;s:5:""value"";s:0:"""";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
82,\core\event\config_log_created,core,created,config_log,config_log,732.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:24:""sendstudentnotifications"";s:8:""oldvalue"";N;s:5:""value"";s:1:""1"";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
83,\core\event\config_log_created,core,created,config_log,config_log,733.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:28:""sendstudentnotifications_adv"";s:8:""oldvalue"";N;s:5:""value"";s:0:"""";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
84,\core\event\config_log_created,core,created,config_log,config_log,734.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:31:""sendstudentnotifications_locked"";s:8:""oldvalue"";N;s:5:""value"";s:0:"""";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
85,\core\event\config_log_created,core,created,config_log,config_log,735.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:12:""blindmarking"";s:8:""oldvalue"";N;s:5:""value"";s:1:""0"";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
86,\core\event\config_log_created,core,created,config_log,config_log,736.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:16:""blindmarking_adv"";s:8:""oldvalue"";N;s:5:""value"";s:0:"""";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
87,\core\event\config_log_created,core,created,config_log,config_log,737.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:19:""blindmarking_locked"";s:8:""oldvalue"";N;s:5:""value"";s:0:"""";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
88,\core\event\config_log_created,core,created,config_log,config_log,738.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:10:""hidegrader"";s:8:""oldvalue"";N;s:5:""value"";s:1:""0"";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
89,\core\event\config_log_created,core,created,config_log,config_log,739.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:14:""hidegrader_adv"";s:8:""oldvalue"";N;s:5:""value"";s:0:"""";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
90,\core\event\config_log_created,core,created,config_log,config_log,740.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:17:""hidegrader_locked"";s:8:""oldvalue"";N;s:5:""value"";s:0:"""";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
91,\core\event\config_log_created,core,created,config_log,config_log,741.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:15:""markingworkflow"";s:8:""oldvalue"";N;s:5:""value"";s:1:""0"";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
92,\core\event\config_log_created,core,created,config_log,config_log,742.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:19:""markingworkflow_adv"";s:8:""oldvalue"";N;s:5:""value"";s:0:"""";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
93,\core\event\config_log_created,core,created,config_log,config_log,743.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:22:""markingworkflow_locked"";s:8:""oldvalue"";N;s:5:""value"";s:0:"""";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
94,\core\event\config_log_created,core,created,config_log,config_log,744.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:17:""markingallocation"";s:8:""oldvalue"";N;s:5:""value"";s:1:""0"";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
95,\core\event\config_log_created,core,created,config_log,config_log,745.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:21:""markingallocation_adv"";s:8:""oldvalue"";N;s:5:""value"";s:0:"""";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
96,\core\event\config_log_created,core,created,config_log,config_log,746.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:24:""markingallocation_locked"";s:8:""oldvalue"";N;s:5:""value"";s:0:"""";s:6:""plugin"";s:6:""assign"";}",1781602142,web,134.115.29.10,
97,\core\event\config_log_created,core,created,config_log,config_log,747.0,c,0,1,10,0,2,0,,0,"a:4:{s:4:""name"";s:7:""default"";s:8:""oldvalue"";N;s:5:""value"";s:1:""1"";s:6:""plugin"";s:21:""assignsubmission_file"";}",1781602142,web,134.115.29.10,
