student_key,course_key,total_events,active_days,unique_materials,after_hours_events,weekend_events,top_material_type,lecture_material_views,assignment_views,course_page_views,forum_views,quiz_views,avg_events_per_active_day,events_per_week,weekend_ratio,after_hours_ratio,snapshot_date,risk_label,ass_1_with_penalty_100,ass_2_100,ass_2_with_penalty_100,ass_ex_1,ass_ex_10,ass_ex_2,ass_ex_3,ass_ex_4,ass_ex_5,ass_ex_6,ass_ex_7,ass_ex_8,ass_ex_9,assignment_1_100,exam_100,rounded_total_100,total_100,weekly_lab_quizzes_100
94,1,417,35,26,164,46,Course Page,146,107,160,0,0,11.914285714285715,83.4,0.11031175059952038,0.3932853717026379,2026-06-23,0,29.5,17.0,17.0,80.0,40.0,90.0,90.0,80.0,35.0,60.0,70.0,55.0,0.0,29.5,65.0,51.0,50.85,60.0
96,1,780,74,46,653,188,Assignment,80,351,337,12,0,10.54054054054054,73.78378378378379,0.24102564102564103,0.8371794871794872,2026-06-23,1,44.0,1.2,1.2,85.0,100.0,70.0,90.0,65.0,100.0,100.0,70.0,70.0,100.0,44.0,6.5,25.0,24.89,85.0
97,1,157,35,15,39,54,Course Page,51,45,56,5,0,4.485714285714286,31.4,0.34394904458598724,0.2484076433121019,2026-06-23,1,100.0,55.7,55.7,80.0,0.0,85.0,100.0,0.0,0.0,75.0,75.0,70.0,70.0,100.0,23.5,44.0,43.99,55.5
98,1,145,23,16,67,31,Course Page,49,29,66,0,0,6.304347826086956,44.130434782608695,0.21379310344827587,0.46206896551724136,2026-06-23,1,66.0,73.1,73.1,20.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,9.0,28.0,28.12,12.0
99,1,417,49,36,77,31,Course Page,129,78,183,12,0,8.510204081632653,59.57142857142857,0.07434052757793765,0.18465227817745802,2026-06-23,0,75.0,79.0,79.0,85.0,50.0,100.0,80.0,90.0,95.0,0.0,75.0,0.0,90.0,75.0,46.0,60.0,59.6,66.5
100,1,57,20,5,8,6,Course Page,1,2,53,1,0,2.85,19.95,0.10526315789473684,0.14035087719298245,2026-06-23,1,43.5,0.0,0.0,0.0,0.0,50.0,75.0,70.0,50.0,50.0,0.0,0.0,0.0,43.5,0.0,10.0,10.25,29.5
101,1,733,50,30,296,161,Course Page,182,118,423,0,0,14.66,102.61999999999999,0.21964529331514324,0.4038199181446112,2026-06-23,1,43.0,67.0,67.0,65.0,60.0,70.0,55.0,90.0,90.0,90.0,80.0,90.0,90.0,43.0,9.0,38.0,37.8,78.0
102,1,121,15,11,53,24,Course Page,21,43,57,0,0,8.066666666666666,56.46666666666667,0.19834710743801653,0.4380165289256198,2026-06-23,1,3.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,20.0,0.0,0.0,0.0,3.0,0.0,2.0,1.7,7.0
103,1,444,81,45,215,128,Course Page,44,160,234,5,0,5.481481481481482,38.370370370370374,0.2882882882882883,0.48423423423423423,2026-06-23,0,40.0,93.0,93.0,100.0,100.0,100.0,90.0,95.0,100.0,100.0,100.0,100.0,100.0,40.0,63.5,74.0,74.05,98.5
104,1,421,72,28,140,80,Assignment,141,143,101,36,0,5.847222222222222,40.93055555555555,0.19002375296912113,0.332541567695962,2026-06-23,0,92.0,94.0,94.0,100.0,80.0,95.0,100.0,100.0,85.0,90.0,75.0,90.0,95.0,92.0,52.5,72.0,72.45,91.0
105,1,211,40,22,90,30,Course Page,36,74,95,5,0,5.275,36.925,0.14218009478672985,0.4265402843601896,2026-06-23,1,55.0,65.65,65.65,80.0,0.0,90.0,85.0,60.0,65.0,90.0,25.0,0.0,0.0,55.0,14.5,36.0,35.78,49.5
106,1,638,68,43,395,140,Course Page,75,188,345,7,0,9.382352941176471,65.6764705882353,0.219435736677116,0.6191222570532915,2026-06-23,1,50.0,32.8,32.8,100.0,60.0,90.0,40.0,0.0,0.0,0.0,70.0,50.0,60.0,50.0,23.75,33.0,32.835,47.0
107,1,678,69,46,174,108,Course Page,158,180,300,2,0,9.826086956521738,68.78260869565217,0.1592920353982301,0.25663716814159293,2026-06-23,0,66.0,77.0,77.0,30.0,0.0,100.0,80.0,50.0,90.0,60.0,65.0,80.0,55.0,66.0,38.0,53.0,53.2,61.0
108,1,333,32,25,260,79,Course Page,105,66,151,9,0,10.40625,72.84375,0.23723723723723725,0.7807807807807807,2026-06-23,0,55.5,76.0,76.0,50.0,0.0,75.0,85.0,60.0,80.0,65.0,50.0,40.0,0.0,55.5,52.0,57.0,56.85,50.5
109,1,205,30,19,103,6,Course Page,49,46,110,0,0,6.833333333333333,47.833333333333336,0.02926829268292683,0.5024390243902439,2026-06-23,0,55.0,85.0,85.0,50.0,85.0,60.0,90.0,70.0,0.0,80.0,0.0,0.0,0.0,55.0,70.5,66.0,66.45,43.5
110,1,251,30,30,194,56,Assignment,37,104,104,2,0,8.366666666666667,58.56666666666667,0.22310756972111553,0.7729083665338645,2026-06-23,1,49.0,58.5,58.5,0.0,0.0,50.0,50.0,0.0,70.0,0.0,60.0,0.0,40.0,49.0,0.0,22.0,22.0,27.0
111,1,257,25,34,153,18,Assignment,17,147,92,1,0,10.28,71.96,0.07003891050583658,0.5953307392996109,2026-06-23,1,69.0,63.3,63.3,100.0,90.0,100.0,100.0,95.0,100.0,0.0,70.0,70.0,0.0,69.0,21.0,45.0,44.56,72.5
112,1,189,26,24,79,31,Assignment,22,80,77,2,0,7.269230769230769,50.88461538461538,0.164021164021164,0.41798941798941797,2026-06-23,0,76.0,52.85,52.85,0.0,90.0,40.0,30.0,95.0,50.0,100.0,50.0,70.0,100.0,76.0,43.0,52.0,52.17,62.5
113,1,502,67,30,198,77,Course Page,61,120,293,1,0,7.492537313432836,52.44776119402985,0.15338645418326693,0.3944223107569721,2026-06-23,1,75.0,62.0,62.0,10.0,0.0,10.0,10.0,10.0,45.0,65.0,10.0,10.0,10.0,75.0,1.0,24.0,24.0,18.0
114,1,157,22,22,85,4,Assignment,15,92,46,0,0,7.136363636363637,49.95454545454545,0.025477707006369428,0.5414012738853503,2026-06-23,0,64.5,86.0,86.0,100.0,90.0,70.0,90.0,95.0,60.0,65.0,80.0,80.0,90.0,64.5,55.0,68.0,67.55,82.0
115,1,455,47,27,73,70,Course Page,106,151,195,2,0,9.680851063829786,67.76595744680851,0.15384615384615385,0.16043956043956045,2026-06-23,0,65.0,65.0,65.0,100.0,0.0,90.0,90.0,50.0,90.0,60.0,70.0,100.0,50.0,65.0,48.5,58.0,57.75,70.0
116,1,127,18,13,91,43,Course Page,11,45,62,8,0,7.055555555555555,49.388888888888886,0.33858267716535434,0.7165354330708661,2026-06-23,1,78.0,73.45,73.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,2.0,23.0,23.49,0.0
117,1,105,20,22,8,9,Assignment,27,53,23,2,0,5.25,36.75,0.08571428571428572,0.0761904761904762,2026-06-23,0,50.0,91.5,91.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,78.0,82.0,82.3,100.0
118,1,803,74,32,219,117,Assignment,146,351,295,7,0,10.85135135135135,75.95945945945947,0.14570361145703611,0.2727272727272727,2026-06-23,0,83.0,94.65,94.65,90.0,100.0,95.0,70.0,75.0,30.0,90.0,90.0,70.0,50.0,83.0,42.75,64.0,63.805,76.0
119,1,165,29,22,66,9,Course Page,40,59,66,0,0,5.689655172413793,39.82758620689655,0.05454545454545454,0.4,2026-06-23,0,41.0,77.5,77.5,100.0,50.0,100.0,90.0,100.0,10.0,95.0,100.0,40.0,50.0,41.0,30.5,50.0,49.55,73.5
120,1,191,37,15,42,34,Course Page,63,35,90,3,0,5.162162162162162,36.13513513513514,0.17801047120418848,0.2198952879581152,2026-06-23,0,64.0,83.05,83.05,100.0,100.0,100.0,100.0,0.0,100.0,90.0,85.0,100.0,85.0,64.0,42.5,61.0,61.46,86.0
121,1,230,27,33,108,45,Course Page,81,40,100,2,0,8.518518518518519,59.629629629629626,0.1956521739130435,0.46956521739130436,2026-06-23,1,61.0,31.75,31.75,0.0,0.0,80.0,0.0,0.0,50.0,0.0,55.0,0.0,0.0,61.0,17.5,25.0,24.9,18.5
122,1,171,22,24,12,4,Assignment,44,66,59,0,0,7.7727272727272725,54.409090909090914,0.023391812865497075,0.07017543859649122,2026-06-23,0,83.0,78.73,78.73,100.0,0.0,100.0,100.0,100.0,100.0,100.0,85.0,100.0,100.0,83.0,44.25,64.0,63.871,88.5
123,1,134,21,26,64,13,Lecture Material,46,38,44,4,0,6.380952380952381,44.666666666666664,0.09701492537313433,0.47761194029850745,2026-06-23,1,0.0,63.0,63.0,50.0,0.0,25.0,30.0,0.0,40.0,0.0,0.0,0.0,50.0,0.0,3.0,18.0,18.0,19.5
124,1,599,89,29,211,134,Course Page,191,65,320,22,0,6.730337078651686,47.1123595505618,0.22370617696160267,0.35225375626043404,2026-06-23,0,69.0,72.1,72.1,90.0,95.0,80.0,80.0,90.0,75.0,80.0,95.0,70.0,85.0,69.0,68.5,72.0,72.37,84.0
125,1,669,89,33,185,153,Course Page,200,107,351,8,0,7.51685393258427,52.61797752808989,0.22869955156950672,0.2765321375186846,2026-06-23,0,72.0,73.5,73.5,100.0,95.0,80.0,90.0,100.0,70.0,90.0,100.0,90.0,85.0,72.0,70.0,75.0,74.9,90.0
126,1,205,29,20,22,83,Assignment,35,88,78,2,0,7.068965517241379,49.48275862068965,0.40487804878048783,0.1073170731707317,2026-06-23,0,89.0,54.0,54.0,45.0,0.0,85.0,100.0,90.0,40.0,65.0,60.0,70.0,80.0,89.0,41.0,53.0,52.9,63.5
127,1,169,28,19,91,35,Course Page,36,50,83,0,0,6.035714285714286,42.25,0.20710059171597633,0.5384615384615384,2026-06-23,1,52.0,0.0,0.0,50.0,0.0,30.0,50.0,70.0,10.0,85.0,0.0,0.0,0.0,52.0,23.0,23.0,22.6,29.5
128,1,230,44,23,71,45,Course Page,19,97,104,5,0,5.2272727272727275,36.59090909090909,0.1956521739130435,0.30869565217391304,2026-06-23,1,58.0,68.7,68.7,85.0,0.0,65.0,55.0,60.0,0.0,85.0,75.0,0.0,85.0,58.0,0.0,30.0,29.74,51.0
129,1,662,60,34,264,156,Course Page,178,162,309,1,0,11.033333333333333,77.23333333333333,0.23564954682779457,0.3987915407854985,2026-06-23,1,80.0,30.0,30.0,60.0,0.0,20.0,50.0,60.0,100.0,50.0,60.0,0.0,0.0,80.0,4.25,24.0,24.125,40.0
130,1,183,31,15,70,30,Assignment,35,76,72,0,0,5.903225806451613,41.32258064516129,0.16393442622950818,0.3825136612021858,2026-06-23,1,75.0,57.4,57.4,40.0,0.0,0.0,0.0,90.0,100.0,0.0,0.0,0.0,0.0,75.0,2.0,25.0,24.58,23.0
131,1,261,35,29,76,37,Course Page,72,72,102,8,0,7.457142857142857,52.2,0.1417624521072797,0.29118773946360155,2026-06-23,0,99.0,76.35,76.35,85.0,85.0,80.0,100.0,90.0,100.0,90.0,85.0,80.0,80.0,99.0,79.0,82.0,82.17,87.5
132,1,341,42,28,97,27,Course Page,29,127,169,10,0,8.119047619047619,56.833333333333336,0.07917888563049853,0.2844574780058651,2026-06-23,0,88.0,95.55,95.55,90.0,0.0,60.0,90.0,80.0,70.0,50.0,80.0,100.0,60.0,88.0,43.5,63.0,63.26,68.0
133,1,157,18,18,49,16,Course Page,25,54,70,0,0,8.722222222222221,61.05555555555555,0.10191082802547771,0.31210191082802546,2026-06-23,1,30.0,28.9,28.9,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,10.0,10.28,5.0
134,1,418,37,31,214,88,Course Page,121,75,201,15,0,11.297297297297296,79.08108108108108,0.21052631578947367,0.5119617224880383,2026-06-23,1,44.0,62.0,62.0,70.0,65.0,0.0,20.0,20.0,0.0,95.0,60.0,70.0,0.0,44.0,5.0,27.0,27.3,40.0
135,1,237,30,37,175,32,Assignment,25,140,70,1,0,7.9,55.300000000000004,0.1350210970464135,0.7383966244725738,2026-06-23,1,37.0,50.35,50.35,85.0,90.0,100.0,95.0,100.0,100.0,100.0,70.0,100.0,0.0,37.0,14.5,38.0,37.82,84.0
136,1,359,51,22,145,87,Course Page,35,159,161,2,0,7.03921568627451,49.27450980392157,0.24233983286908078,0.403899721448468,2026-06-23,0,68.0,83.85,83.85,75.0,80.0,80.0,0.0,75.0,70.0,65.0,75.0,70.0,65.0,68.0,38.5,56.0,55.92,65.5
137,1,307,28,42,114,29,Assignment,29,188,90,0,0,10.964285714285714,76.75,0.09446254071661238,0.3713355048859935,2026-06-23,1,54.5,50.35,50.35,90.0,100.0,70.0,90.0,95.0,100.0,100.0,70.0,70.0,100.0,54.5,8.5,37.0,37.47,88.5
138,1,214,24,20,92,61,Assignment,17,99,93,1,0,8.916666666666666,62.41666666666667,0.2850467289719626,0.42990654205607476,2026-06-23,1,67.0,88.5,88.5,30.0,35.0,70.0,90.0,95.0,0.0,90.0,100.0,0.0,90.0,67.0,11.5,42.0,42.15,60.0
139,1,135,22,15,72,40,Course Page,15,54,64,0,0,6.136363636363637,42.95454545454545,0.2962962962962963,0.5333333333333333,2026-06-23,1,61.0,65.0,65.0,60.0,0.0,30.0,10.0,50.0,80.0,0.0,50.0,30.0,0.0,61.0,14.5,33.0,32.55,31.0
140,1,7,5,3,1,2,Course Page,0,2,4,1,0,1.4,9.799999999999999,0.2857142857142857,0.14285714285714285,2026-06-23,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.0
141,1,374,51,28,119,53,Course Page,59,100,201,9,0,7.333333333333333,51.333333333333336,0.14171122994652408,0.3181818181818182,2026-06-23,1,87.5,43.78,43.78,60.0,30.0,35.0,60.0,100.0,50.0,30.0,50.0,50.0,0.0,87.5,42.25,48.0,47.931,46.5
142,1,277,47,24,39,44,Course Page,89,57,125,6,0,5.8936170212765955,41.25531914893617,0.1588447653429603,0.1407942238267148,2026-06-23,0,79.0,95.9,95.9,100.0,90.0,100.0,0.0,80.0,90.0,100.0,100.0,85.0,75.0,79.0,54.5,71.0,70.73,82.0
143,1,501,38,26,232,64,Course Page,188,65,235,9,0,13.18421052631579,92.28947368421052,0.1277445109780439,0.4630738522954092,2026-06-23,1,81.0,0.0,0.0,90.0,0.0,20.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,81.0,4.75,13.0,13.275,14.0
144,1,105,12,17,90,27,Course Page,3,33,66,0,0,8.75,61.25,0.2571428571428571,0.8571428571428571,2026-06-23,0,0.0,87.0,87.0,50.0,75.0,70.0,0.0,0.0,0.0,90.0,30.0,95.0,0.0,0.0,65.25,58.0,58.225,41.0
145,1,112,10,16,82,2,Lecture Material,48,26,35,3,0,11.2,78.39999999999999,0.017857142857142856,0.7321428571428571,2026-06-23,1,65.0,0.0,0.0,100.0,0.0,40.0,90.0,0.0,80.0,0.0,0.0,0.0,0.0,65.0,8.0,17.0,16.7,31.0
146,1,176,34,18,87,41,Lecture Material,70,39,63,2,0,5.176470588235294,36.235294117647065,0.23295454545454544,0.4943181818181818,2026-06-23,1,75.0,55.5,55.5,75.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,22.0,21.5,14.5
147,1,265,37,26,83,78,Course Page,60,81,115,8,0,7.162162162162162,50.13513513513514,0.2943396226415094,0.3132075471698113,2026-06-23,1,88.0,12.75,12.75,100.0,0.0,95.0,100.0,0.0,75.0,0.0,40.0,0.0,0.0,88.0,11.0,25.0,25.05,41.0
148,1,101,21,18,44,17,Assignment,26,38,34,3,0,4.809523809523809,33.666666666666664,0.16831683168316833,0.43564356435643564,2026-06-23,1,36.0,55.8,55.8,100.0,0.0,100.0,0.0,80.0,0.0,30.0,0.0,0.0,0.0,36.0,6.0,24.0,23.96,31.0
149,1,166,22,35,63,9,Assignment,14,126,26,0,0,7.545454545454546,52.81818181818182,0.05421686746987952,0.3795180722891566,2026-06-23,0,66.0,62.75,62.75,100.0,0.0,100.0,100.0,95.0,100.0,90.0,100.0,100.0,100.0,66.0,47.25,60.0,60.475,88.5
150,1,94,25,14,25,20,Course Page,27,27,40,0,0,3.76,26.32,0.2127659574468085,0.26595744680851063,2026-06-23,0,49.0,95.3,95.3,90.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,49.0,54.25,69.0,68.785,88.5
151,1,54,13,13,27,10,Course Page,15,10,28,0,0,4.153846153846154,29.076923076923077,0.18518518518518517,0.5,2026-06-23,1,0.0,0.0,0.0,80.0,100.0,0.0,10.0,0.0,0.0,60.0,70.0,70.0,100.0,0.0,0.0,10.0,9.8,49.0
152,1,203,24,18,118,43,Course Page,33,76,87,1,0,8.458333333333334,59.208333333333336,0.21182266009852216,0.5812807881773399,2026-06-23,1,29.0,38.0,38.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,29.0,0.0,11.0,10.9,2.0
153,1,92,22,13,66,15,Assignment,23,60,8,0,0,4.181818181818182,29.272727272727273,0.16304347826086957,0.717391304347826,2026-06-23,1,65.0,60.4,60.4,30.0,0.0,65.0,50.0,60.0,50.0,65.0,0.0,10.0,60.0,65.0,0.0,26.0,26.38,39.0
154,1,220,28,34,152,39,Course Page,46,42,115,2,0,7.857142857142857,55.0,0.17727272727272728,0.6909090909090909,2026-06-23,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,1.0,0.0,1.0,1.1,5.0
155,1,8,3,4,6,0,Course Page,2,2,4,0,0,2.6666666666666665,18.666666666666668,0.0,0.75,2026-06-23,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,1,75,18,14,9,6,Course Page,17,26,30,2,0,4.166666666666667,29.166666666666664,0.08,0.12,2026-06-23,1,94.0,82.7,82.7,90.0,80.0,100.0,70.0,100.0,50.0,90.0,70.0,90.0,85.0,94.0,0.0,42.0,42.44,82.5
157,1,96,15,20,45,10,Course Page,28,15,50,0,0,6.4,44.800000000000004,0.10416666666666667,0.46875,2026-06-23,1,16.0,0.0,0.0,80.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,5.0,4.5,14.5
158,1,48,9,8,11,2,Course Page,4,14,29,0,0,5.333333333333333,37.33333333333333,0.041666666666666664,0.22916666666666666,2026-06-23,1,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,3.0,3.3,0.0
159,1,47,6,9,5,0,Assignment,7,23,17,0,0,7.833333333333333,54.833333333333336,0.0,0.10638297872340426,2026-06-23,1,21.0,0.0,0.0,0.0,0.0,60.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,5.0,5.1,15.0
160,1,101,14,11,6,21,Course Page,18,36,46,0,0,7.214285714285714,50.5,0.2079207920792079,0.0594059405940594,2026-06-23,1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,5.0,5.0,0.0
161,1,134,17,14,58,40,Course Page,20,40,70,4,0,7.882352941176471,55.1764705882353,0.29850746268656714,0.43283582089552236,2026-06-23,1,0.0,0.0,0.0,40.0,0.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.2,11.0
162,1,71,12,17,35,14,Course Page,13,25,30,1,0,5.916666666666667,41.41666666666667,0.19718309859154928,0.49295774647887325,2026-06-23,1,0.0,0.0,0.0,75.0,0.0,50.0,0.0,50.0,70.0,0.0,80.0,0.0,0.0,0.0,0.0,7.0,6.5,32.5
163,1,170,21,27,118,58,Assignment,21,120,27,0,0,8.095238095238095,56.666666666666664,0.3411764705882353,0.6941176470588235,2026-06-23,1,0.0,0.0,0.0,85.0,0.0,70.0,100.0,95.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,55.0
164,1,16,7,4,15,8,Course Page,0,2,13,0,0,2.2857142857142856,16.0,0.5,0.9375,2026-06-23,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,1,38,9,10,5,12,Course Page,13,9,16,0,0,4.222222222222222,29.555555555555554,0.3157894736842105,0.13157894736842105,2026-06-23,1,0.0,0.0,0.0,70.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,15.0
166,1,12,7,2,7,7,Assignment,0,7,5,0,0,1.7142857142857142,12.0,0.5833333333333334,0.5833333333333334,2026-06-23,1,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.0
167,1,14,5,6,12,3,Course Page,3,2,8,1,0,2.8,19.599999999999998,0.21428571428571427,0.8571428571428571,2026-06-23,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,1,103,6,13,6,32,Course Page,37,21,45,0,0,17.166666666666668,120.16666666666667,0.3106796116504854,0.05825242718446602,2026-06-23,1,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7,8.5
169,1,2,1,2,0,0,Course Page,0,0,1,1,0,2.0,14.0,0.0,0.0,2026-06-23,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,1,0,0,0,0,0,No Activity,0,0,0,0,0,0.0,0.0,0.0,0.0,2026-06-23,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,1,0,0,0,0,0,No Activity,0,0,0,0,0,0.0,0.0,0.0,0.0,2026-06-23,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
